car-id,hours
20155506045534-554,288.633
20155506045548-864,1.483
20155506115538-645,1.05
20155507025512-789,30.467
20155507025528-30,90.433
20155507035516-86,0.783
20155507035559-982,0.433
20155507055538-61,0.483
20155507085532-900,0.517
20155507095534-53,53.417
20155507105518-639,0.917
20155507115505-753,1.283
20155508015525-755,3.817
20155508025530-810,0.433
20155508035530-98,28.183
20155508045555-761,0.95
20155508065500-686,1.067
20155508075512-365,129.5
20155508085530-44,1.183
20155508105537-280,153.117
20155508115551-930,0.983
20155508125512-863,0.533
20155509015530-694,0.85
20155509015532-281,1.317
20155509025540-678,1.633
20155509045500-419,0.2
20155509065515-933,64.167
20155509085524-852,0.55
20155509105541-792,27.0
20155509115514-291,30.783
20155509125554-329,41.683
20155510015516-82,1.183
20155510025531-344,70.117
20155510035526-304,1.85
20155510045507-760,0.967
20155510045531-199,0.567
20155510045540-167,2.35
20155510095558-877,1.55
20155510115503-773,1.517
20155511045543-118,16.75
20155511055523-637,2.583
20155511055549-788,0.917
20155511065542-668,0.967
20155511075557-246,86.167
20155511105504-943,220.867
20155511105542-698,0.767
20155511105551-991,0.35
20155511115532-317,0.967
20155511115536-551,1.167
20155511115537-418,0.95
20155511125500-140,243.683
20155512045541-545,0.9
20155512045556-420,148.833
20155512095531-4,2.25
20155513045525-782,1.033
20155513055509-610,2.3
20155513055541-893,3.8
20155513085532-599,0.333
20155513085550-298,0.8
20155513115543-669,53.583
20155513125557-429,1.567
20155514015554-802,42.767
20155514025518-434,0.483
20155514025524-996,1.167
20155514055522-182,0.317
20155514055529-108,216.15
20155514065542-265,0.583
20155514095514-716,33.983
20155514115538-38,79.133
20155514115559-607,147.05
20155515045550-909,18.083
20155515065526-634,0.883
20155515095508-771,224.033
20155515095548-2,3.917
20155515125500-436,0.833
20155515125545-849,0.95
20155515125557-114,0.933
20155516015501-914,47.65
20155516015509-611,17.9
20155516035504-761,0.933
20155516035544-884,0.283
20155516035559-131,1.417
20155516055530-619,42.117
20155516055543-369,0.467
20155516095512-766,1.183
20155516095539-720,0.567
20155516095548-928,0.35
20155516105555-782,1.517
20155516105559-806,0.85
20155516115534-244,0.5
20155516115547-576,35.25
20155517025520-359,41.25
20155517035538-277,92.1
20155517045513-760,0.55
20155517055510-758,770.4
20155517065511-650,38.167
20155517085508-984,0.517
20155517085542-741,58.783
20155517095500-40,50.367
20155517095518-749,76.433
20155517105518-795,0.983
20155517115531-683,1.167
20155517115552-543,54.967
20155518015504-310,0.75
20155518015540-221,0.333
20155518025531-71,2.25
20155518025559-414,1.233
20155518035549-620,1.45
20155518045508-953,0.767
20155518055520-844,16.85
20155518055537-383,0.5
20155518075540-451,0.983
20155518075547-219,74.117
20155518095558-521,61.033
20155518105525-488,0.85
20155519015513-86,0.417
20155519045528-235,1.283
20155519045538-646,0.833
20155519055512-566,16.9
20155519095518-431,84.1
20155519105547-921,29.517
20155519105555-68,0.6
20155519125535-358,126.517
20155520035557-954,164.2
20155520045513-443,71.083
20155520055501-430,1.8
20155520085531-173,0.983
20155520105535-51,125.8
20155520115522-140,1.317
20155520125548-491,24.483
20155521025526-4,0.35
20155521085536-56,0.367
20155521125533-941,212.983
20155522035520-589,19.467
20155522055527-809,24.5
20155522075554-168,0.433
20155522095506-197,50.033
20155522095547-881,1.05
20155522095555-541,0.517
20155522115542-589,0.483
20155522115544-987,22.017
20155523025523-457,56.033
20155523055508-612,0.55
20155523065557-761,156.517
20155523085557-121,57.2
20155523115538-147,0.683
20155523115549-994,1.95
20155524015550-153,0.85
20155524035528-732,2.1
20155524065529-638,202.717
20155524075502-755,0.333
20155524085545-931,1.1
20155524085551-928,97.917
20155524105534-405,0.467
20155524115511-739,149.05
20155525015511-876,0.45
20155525015513-235,97.25
20155525025528-862,91.5
20155525025541-454,103.367
20155525025550-299,1.217
20155525045516-723,1.533
20155525045517-999,54.233
20155525045542-362,150.4
20155525055504-435,0.417
20155525065551-662,56.05
20155525095527-314,9.55
20155525115508-896,33.133
20155525115514-720,0.567
20155525115532-571,120.933
20155525115534-307,0.617
20155525115546-346,1.767
20155525115546-86,1.117
20155526015529-809,27.867
20155526025509-969,3.333
20155526025520-19,67.1
20155526035521-301,1.767
20155526065516-845,2.3
20155526065554-981,101.2
20155526075524-786,0.483
20155526085516-0,157.15
20155526105543-712,0.333
20155526125517-937,32.6
20155527045513-582,0.967
20155527045524-617,0.9
20155528025507-124,0.9
20155528025543-814,1.067
20155528055512-788,14.033
20155528055554-549,193.017
20155528075552-252,0.75
20155528075553-143,221.733
20155528095517-449,0.283
20155529015507-923,18.967
20155529045530-793,37.283
20155529055530-955,1.05
20155529065532-457,0.633
20155529075511-496,62.25
20155529095519-855,56.75
20155529095550-67,166.233
20155529105513-700,0.417
20155529105535-69,1.083
20155529125526-644,1.067
20155529125559-594,1.7
20155530035556-433,97.383
20155530055509-649,18.8
20155530075533-622,104.717
20155530095524-691,0.45
20155531015543-259,24.067
20155531065512-853,103.183
20155531075539-810,0.483
20155531105513-969,0.883
20155531115507-502,48.717
20155531115558-211,0.5
20155601015614-161,3.367
20155601015615-417,1.033
20155601015631-537,1.75
20155601025658-508,48.95
20155601035646-448,1.517
20155601065611-898,33.617
20155601125604-18,51.217
20155602015644-60,1.783
20155602045615-255,0.75
20155602045649-200,240.95
20155602045651-157,0.483
20155602045653-926,122.65
20155602075606-537,173.317
20155602105603-196,1.15
20155602105614-229,22.517
20155602115634-803,0.933
20155602125643-208,48.967
20155603015621-472,19.817
20155603015631-143,114.483
20155603035616-700,1.133
20155603045616-730,2.933
20155603075643-430,58.483
20155603085636-441,0.483
20155603105651-832,0.5
20155603105654-700,78.0
20155604025624-862,1.933
20155604035601-310,0.9
20155604035654-479,44.15
20155604055630-978,50.417
20155604065634-463,0.5
20155604085613-63,0.533
20155604085623-148,1.117
20155604105652-557,0.567
20155604125644-698,120.633
20155605035606-956,0.283
20155605045629-133,0.55
20155605045637-578,0.333
20155605055620-608,69.283
20155605065613-54,159.767
20155605065618-915,0.733
20155605065646-325,0.917
20155605075643-362,0.383
20155605105623-939,55.6
20155605125623-741,52.95
20155605125654-111,57.467
20155606015608-991,102.75
20155606025608-621,0.967
20155606045620-205,208.183
20155606055616-227,1.167
20155606075601-461,0.483
20155606085604-918,102.833
20155606085623-342,0.5
20155606085646-932,0.433
20155606095608-167,0.283
20155606095615-98,1.317
20155607015659-126,23.433
20155607035630-424,0.367
20155607045623-654,0.75
20155608015646-673,66.4
20155608035650-260,0.767
20155608045648-151,1.033
20155608075604-962,1.033
20155608075646-405,1.083
20155608075654-10,1.233
20155608085612-942,1.283
20155608085650-551,0.5
20155608095629-23,0.567
20155608095633-284,148.833
20155608095652-395,131.267
20155608105623-726,130.733
20155608105635-740,0.6
20155608125627-896,0.467
20155609015602-235,1.2
20155609015650-953,42.517
20155609035611-390,9.217
20155609065611-118,3.783
20155609075614-26,0.5
20155609085601-658,1.1
20155609095635-696,0.35
20155610035651-241,17.2
20155610055624-279,187.767
20155610055631-773,1.433
20155610055653-905,27.017
20155610075657-317,1.933
20155610085645-184,0.833
20155610115607-494,2.617
20155610125617-623,1.533
20155610125653-388,50.917
20155611015650-658,0.917
20155611025618-264,0.917
20155611035646-483,0.9
20155611055605-588,216.067
20155611055631-743,75.05
20155611085614-73,45.533
20155611095605-146,1.1
20155611115619-804,0.45
20155612015624-502,3.217
20155612025632-349,0.917
20155612025635-953,1.017
20155612055615-47,136.833
20155612065603-160,58.55
20155612065659-367,0.8
20155612075623-190,30.15
20155613025640-238,0.5
20155613045622-401,0.45
20155613045643-376,0.3
20155613045650-872,17.267
20155613065614-139,58.833
20155613065652-38,34.267
20155613095654-874,0.183
20155613105649-467,71.867
20155613125611-113,18.267
20155614075643-621,0.733
20155614075656-559,131.483
20155614095634-953,1.5
20155614095648-111,0.467
20155614105606-280,91.683
20155614105630-25,0.533
20155614125629-357,73.233
20155615035612-506,29.817
20155615055609-330,25.617
20155615065643-355,58.0
20155615085620-330,0.617
20155615105630-534,35.75
20155615125621-835,21.35
20155616025653-750,75.7
20155616035600-5,0.833
20155616035612-493,137.383
20155616035629-355,52.583
20155616035659-555,0.35
20155616045609-154,3.483
20155616045623-272,1.2
20155616065630-789,0.95
20155616075650-682,50.8
20155616125645-958,2.833
20155616125657-0,0.917
20155617015617-226,1.667
20155617035626-878,88.283
20155617035648-789,172.0
20155617055615-208,2.0
20155617075624-163,125.583
20155617085640-226,24.4
20155617095644-506,0.75
20155617115643-257,19.917
20155617115654-328,0.883
20155617125605-868,0.483
20155618025650-853,23.667
20155618065604-631,35.75
20155618075600-258,36.0
20155618085617-440,128.117
20155618085648-561,70.05
20155618095623-707,95.633
20155618105624-509,0.583
20155619045657-616,1.133
20155619055621-859,2.8
20155619105610-134,83.467
20155619115633-624,0.3
20155619125600-198,0.917
20155619125653-865,140.85
20155620025615-452,30.7
20155620035613-395,25.133
20155620035621-75,1.033
20155620045633-63,44.667
20155620065658-617,120.0
20155620075624-978,0.4
20155620115651-849,75.633
20155620125614-440,102.833
20155621035631-676,112.067
20155621035652-898,50.35
20155621045635-67,186.733
20155621065651-543,3.917
20155621075628-914,0.367
20155621085644-587,0.933
20155622015608-652,113.55
20155622035604-568,48.417
20155622065626-576,64.95
20155622075617-153,0.417
20155622095638-223,150.517
20155622125651-249,1.917
20155623015620-828,33.15
20155623035627-344,0.367
20155623055607-516,10.617
20155623055655-882,2.15
20155623075644-293,4.25
20155623095618-430,172.767
20155624015655-104,0.5
20155624045618-21,191.2
20155624075638-235,1.483
20155624115626-121,0.417
20155624115628-693,92.55
20155625015640-270,44.033
20155625015640-843,64.95
20155625015652-201,129.7
20155625015656-890,3.883
20155625025623-196,24.35
20155625025639-594,72.083
20155625055631-750,0.35
20155625055644-429,23.8
20155625095622-232,1.517
20155625095623-406,0.333
20155626025647-261,0.6
20155626035612-921,1.733
20155626055623-547,115.45
20155626065638-553,2.683
20155626085619-339,1.1
20155626095622-144,33.667
20155626105649-404,35.0
20155627015611-22,43.517
20155627015643-678,1.117
20155627045658-136,123.817
20155627055642-893,15.633
20155627065647-194,1.15
20155627075627-902,60.717
20155627075654-410,1.6
20155627095620-851,0.733
20155627105645-424,24.317
20155627115631-597,0.95
20155627125623-941,0.533
20155628025639-935,0.8
20155628035624-221,1.333
20155628045650-449,1.1
20155628055649-858,15.983
20155628075607-90,98.383
20155628125625-241,0.55
20155629025607-12,2.9
20155629035604-338,0.533
20155629035637-921,21.45
20155629045617-207,0.883
20155629065625-319,0.517
20155629085629-560,0.933
20155629115617-518,1.133
20155629125627-193,0.783
20155629125649-272,1.1
20155629125653-788,166.683
20155630015659-740,33.5
20155630025632-929,44.85
20155630035600-593,1.067
20155630035656-673,0.583
20155630045651-523,0.933
20155630065657-584,5.083
20155630095657-752,1.083
20155630105651-729,24.533
20155631035649-366,0.483
20155631045627-683,50.917
20155631055610-579,0.9
20155631075632-680,0.3
20155631105647-912,120.283
20155631115626-437,71.083
20155631125643-477,0.783
20155631125645-432,25.233
20155701015739-324,0.367
20155701025733-561,125.917
20155701025751-249,0.867
20155701025756-944,19.917
20155701085744-294,48.683
20155701105733-580,97.117
20155702015728-136,0.983
20155702025721-399,1.083
20155702045735-87,0.817
20155702055701-405,38.95
20155702065700-462,26.533
20155702075700-732,0.55
20155702125743-958,1.283
20155703035752-285,120.5
20155703045756-537,232.0
20155703055749-564,471.65
20155703055759-244,18.933
20155703055759-583,0.35
20155703105737-721,0.933
20155704015702-248,0.483
20155704015728-85,101.683
20155704015750-993,0.583
20155704015757-89,166.0
20155704025719-973,187.5
20155704055714-605,1.617
20155704065719-686,104.133
20155704065747-318,0.55
20155704085706-777,147.283
20155704085737-841,0.867
20155704105729-133,0.367
20155704115705-937,0.967
20155705025745-109,68.917
20155705025759-63,8399.767
20155705035759-564,0.8
20155705045704-953,1.6
20155705045737-959,0.85
20155705065729-214,79.9
20155705065743-470,0.5
20155705065750-793,0.517
20155705085705-756,142.533
20155705085712-420,57.15
20155705085752-232,1.05
20155705095723-561,143.017
20155705105749-356,0.6
20155705125721-407,118.933
20155706015757-194,3.0
20155706045723-418,41.15
20155706065753-746,268.317
20155706075734-63,99.2
20155706075759-768,60.617
20155706095734-781,0.75
20155706095759-642,251.85
20155706115706-51,0.933
20155707045718-181,47.65
20155707045739-291,46.683
20155707085753-292,191.6
20155707095706-832,153.383
20155707095718-445,2.45
20155707125720-872,0.867
20155707125735-181,69.85
20155708025703-505,89.117
20155708025739-913,27.133
20155708025745-242,16.35
20155708025758-65,0.4
20155708085739-530,1.8
20155708095706-36,0.45
20155708095728-689,1.033
20155708095746-227,1.55
20155708095755-9,1.533
20155708115739-107,0.833
20155709025743-69,0.9
20155709055721-587,1.017
20155709055722-994,0.933
20155709075707-596,1.8
20155709095715-337,77.383
20155709095720-363,117.767
20155709105753-588,0.783
20155709105754-104,1.183
20155710015717-292,164.083
20155710035704-355,2.1
20155710035705-492,113.683
20155710035722-589,0.933
20155710045720-435,1.433
20155710055728-180,17.783
20155710075750-214,28.767
20155710085723-640,0.317
20155710095704-36,0.8
20155710095726-284,1.333
20155710105729-11,0.383
20155710125719-554,0.483
20155711015738-953,1.017
20155711025720-958,2.383
20155711025756-499,66.15
20155711035748-460,27.0
20155711075735-76,0.883
20155711105706-320,0.5
20155711105736-603,2.133
20155711115749-167,247.9
20155711125712-255,127.5
20155711125728-694,1.25
20155712035738-767,283.65
20155712035748-245,0.617
20155712045748-303,0.383
20155712055713-620,18.117
20155712075726-121,0.483
20155712085725-362,83.967
20155712125720-473,196.2
20155712125721-681,33.75
20155713045735-33,26.583
20155713065743-370,2.95
20155713085708-4,1.733
20155713105701-94,0.467
20155713105709-55,24.6
20155713125711-0,0.567
20155714025716-854,0.3
20155714025739-233,0.567
20155714055753-76,1.017
20155715035715-458,2.0
20155715045720-815,122.283
20155715055744-947,0.95
20155715055748-21,1.817
20155715075716-596,26.617
20155715115707-991,3.417
20155715125717-878,1.517
20155716015702-925,194.45
20155716015705-26,104.633
20155716045716-337,0.8
20155716045735-932,1.083
20155716075743-384,0.367
20155716095708-980,0.55
20155717055740-498,0.4
20155717055748-249,21.867
20155717065720-517,37.2
20155717085756-850,0.967
20155717125735-683,0.45
20155717125750-508,105.567
20155718015733-878,0.767
20155718025735-7,1.9
20155718035716-438,0.483
20155718035719-296,0.55
20155718045728-397,0.483
20155718075721-632,0.533
20155719015711-659,0.5
20155719025743-55,1.617
20155719035725-878,69.867
20155719045735-713,0.35
20155719055718-468,0.417
20155719055757-561,0.567
20155719075702-802,100.033
20155719075725-561,0.35
20155719085748-372,1.217
20155719085750-434,0.583
20155719115743-154,1.533
20155719125713-529,68.483
20155719125721-975,0.833
20155720025749-383,16.617
20155720045733-479,1.0
20155720055708-822,116.3
20155720055712-245,0.417
20155720065705-406,0.867
20155720065710-37,0.4
20155720065732-452,48.267
20155720095723-531,108.2
20155720095752-177,61.35
20155720115754-988,0.467
20155721015722-735,0.483
20155721045702-819,43.717
20155721075705-83,80.65
20155721085718-188,224.433
20155721095721-40,21.1
20155721095726-231,1.167
20155721105747-517,0.4
20155721115746-563,0.583
20155721125737-805,0.967
20155721125741-39,1.0
20155722025727-208,22.233
20155722035759-975,0.9
20155722045717-959,0.467
20155722085707-853,0.417
20155722085740-393,72.733
20155722095743-296,124.983
20155722115704-142,19.467
20155723025701-227,43.583
20155723025744-648,22.517
20155723035703-81,266.017
20155723045729-553,0.617
20155723045734-820,364.233
20155723075734-12,0.5
20155723115720-27,0.367
20155723115727-660,1.55
20155723115752-52,0.483
20155724015712-546,0.783
20155724015714-289,1.067
20155724015737-87,77.3
20155724015758-338,22.65
20155724015759-778,66.15
20155724025730-431,123.983
20155724025736-120,0.367
20155724025757-642,43.2
20155724045740-714,0.583
20155724045747-509,29.333
20155724055744-118,40.683
20155724065712-217,38.317
20155724075753-122,0.883
20155724105706-534,1.033
20155725035758-59,67.1
20155725045758-771,0.567
20155725075727-219,51.35
20155725075744-903,33.25
20155725095739-361,49.45
20155725115741-68,1.1
20155726015743-944,97.467
20155726045730-46,23.0
20155726045746-126,0.733
20155726065746-437,32.517
20155726075705-55,0.367
20155726085710-998,129.367
20155726085725-991,0.933
20155726105718-69,83.067
20155726105752-335,0.5
20155726125712-330,1.133
20155726125730-585,19.8
20155727015757-542,99.8
20155727045729-105,148.95
20155727045735-743,28.15
20155727125724-188,0.333
20155728025725-80,0.933
20155728045750-240,1.15
20155728065747-15,0.8
20155728085725-973,0.383
20155728115739-290,0.967
20155729015739-338,1.533
20155729025712-48,1.333
20155729045730-720,1.35
20155729095741-271,126.9
20155729095744-69,0.783
20155729095755-261,1.267
20155729095756-876,36.317
20155729105722-35,0.867
20155729105735-293,4.867
20155729115754-235,77.933
20155730045709-115,21.017
20155730045759-380,1.317
20155730085748-465,0.883
20155730085755-371,56.917
20155730095723-986,0.45
20155730095745-12,0.333
20155730105738-155,0.55
20155730125713-984,0.9
20155731015742-412,72.15
20155731045731-907,150.367
20155731055752-472,23.533
20155731065708-964,30.683
20155731115721-967,81.067
20155801015819-968,0.417
20155801015824-240,20.35
20155801025816-705,29.167
20155801035840-804,4.1
20155801075814-893,0.883
20155801075850-229,0.483
20155801085847-425,94.717
20155801095814-110,33.5
20155801105820-248,43.6
20155801115833-996,0.95
20155802055814-251,22.983
20155802065857-168,57.3
20155802085805-6,0.417
20155803015845-964,0.4
20155803035851-140,1.167
20155803045807-863,2.3
20155803045848-101,49.033
20155803065823-477,0.533
20155803075823-463,2.167
20155803075828-205,0.3
20155803085804-911,32.45
20155803095829-960,50.15
20155803105858-900,57.2
20155804015811-880,223.217
20155804035844-100,91.283
20155804045831-476,1.733
20155804045852-111,1.9
20155804085805-14,1.35
20155804085814-147,30.2
20155804095839-242,30.917
20155804105805-400,0.767
20155804115843-870,0.85
20155805015812-89,0.983
20155805015836-890,29.533
20155805025842-634,115.183
20155805055852-563,0.583
20155805085848-703,35.433
20155805085850-481,1.117
20155805125838-346,1.667
20155806025837-218,0.4
20155806025840-541,0.533
20155806045854-862,0.833
20155806065818-62,0.5
20155806065835-432,33.383
20155806065852-717,125.45
20155806065854-345,5.867
20155806085836-681,1.017
20155807015849-772,0.533
20155807035829-958,0.867
20155807055827-460,116.767
20155807055837-636,16.117
20155807095823-910,78.667
20155807105856-823,0.533
20155807115813-909,2.017
20155807125802-565,27.083
20155808045846-178,0.85
20155808045846-22,0.5
20155808055803-655,0.367
20155808055821-749,0.55
20155808065847-228,0.85
20155808075820-882,0.333
20155808075842-527,35.2
20155808075848-404,1.217
20155809045850-372,0.8
20155809045856-713,28.75
20155809065829-220,26.45
20155809065858-874,0.3
20155809075828-607,152.45
20155809095821-297,27.1
20155809095823-865,0.933
20155809095840-349,0.95
20155809105821-489,0.8
20155809105858-905,0.95
20155809115800-678,289.333
20155809125823-570,27.917
20155809125852-460,101.283
20155810015814-86,125.683
20155810015843-1,0.533
20155810025850-117,0.517
20155810045819-287,0.333
20155810065842-768,31.867
20155810085841-250,0.667
20155810095859-88,204.55
20155810115855-455,1.0
20155810125837-406,98.383
20155811035820-587,0.533
20155811045827-264,38.667
20155811055815-517,134.483
20155811065818-614,0.283
20155811075818-230,5.45
20155811085816-277,33.85
20155811095854-396,0.567
20155811105829-794,1.583
20155812015855-673,44.3
20155812025810-206,0.483
20155812035804-861,146.95
20155812035827-157,0.783
20155812045842-786,41.067
20155812065819-311,37.383
20155812085850-844,0.95
20155812095815-41,0.35
20155812105823-746,0.95
20155812115802-110,33.417
20155812115832-295,43.45
20155812115843-658,1.217
20155812125816-703,34.9
20155813025810-185,48.867
20155813045825-9,0.95
20155813075840-171,130.9
20155813085849-77,1.567
20155813105800-351,20.2
20155813105811-205,0.933
20155813115831-288,46.383
20155814035802-153,0.9
20155814035817-335,0.45
20155814035858-266,0.483
20155814045802-471,142.933
20155814045830-493,2.7
20155814055835-727,1.0
20155814095824-763,33.333
20155815025830-136,0.367
20155815075852-802,0.85
20155815085831-779,34.6
20155815085832-570,1.017
20155815105829-773,70.767
20155815115803-87,0.933
20155815115806-862,102.833
20155815115859-161,82.35
20155815125820-398,172.15
20155815125829-147,19.1
20155816045813-135,192.233
20155816045845-680,1.183
20155816065809-769,0.3
20155816065820-308,2.933
20155816065834-973,3.683
20155816065857-340,38.9
20155816075858-621,1.167
20155816105800-405,0.5
20155816105854-480,2.083
20155816115844-637,0.933
20155816115849-418,0.3
20155817015848-991,8.0
20155817045800-659,0.383
20155817055837-357,0.8
20155817075851-702,3.9
20155817085808-370,31.7
20155817085820-280,1.033
20155817085826-736,150.7
20155817085846-463,193.367
20155817095851-242,22.85
20155817115803-248,0.717
20155817115835-186,0.5
20155818015801-284,0.933
20155818035853-341,149.6
20155818055851-201,0.35
20155818055851-86,0.6
20155818065805-317,0.517
20155818095825-524,0.483
20155818125809-674,0.367
20155819015821-968,88.567
20155819065837-382,221.467
20155819095836-791,0.55
20155819105843-176,1.7
20155819125825-141,74.85
20155820025827-627,49.467
20155820025849-226,160.333
20155820035842-564,1.367
20155820055809-845,147.5
20155820065827-219,37.817
20155820075822-76,0.567
20155820075838-714,73.367
20155820075854-368,0.917
20155820105848-59,0.95
20155820115826-639,1.067
20155820115836-402,3.417
20155821015857-728,0.8
20155821025807-791,0.417
20155821065833-503,85.8
20155821075857-972,133.767
20155821095808-282,0.35
20155821095827-669,0.85
20155821115832-823,1.783
20155821115837-50,0.617
20155821125843-445,0.517
20155822015813-209,1.817
20155822015830-304,0.483
20155822055802-926,0.467
20155822075801-949,178.283
20155822095814-359,0.5
20155822095826-155,59.25
20155822095852-890,0.517
20155822105810-579,263.783
20155822115853-505,92.917
20155822125820-486,191.783
20155823035853-246,0.417
20155823045848-67,38.533
20155823055803-433,1.117
20155823065837-106,28.167
20155823075804-719,0.95
20155823075842-421,54.767
20155823085830-345,85.633
20155823085839-596,7.95
20155823095855-582,248.65
20155823115812-779,30.783
20155823115852-975,43.933
20155823125851-5,0.483
20155824015804-38,89.933
20155824015823-693,269.967
20155824065823-362,3.683
20155824075833-835,0.3
20155824085808-856,76.65
20155824085824-497,0.533
20155824105804-483,108.45
20155824105853-847,0.9
20155824115842-88,73.517
20155824125808-342,0.5
20155825015845-391,0.783
20155825015847-776,19.85
20155825035821-104,0.367
20155825075818-934,0.283
20155825075830-372,81.683
20155825085835-596,1.683
20155825095828-312,35.317
20155825095843-923,23.717
20155825105841-374,36.233
20155825115804-7,1.75
20155825125841-294,2.15
20155826015806-989,0.433
20155826025824-717,93.45
20155826045826-106,93.417
20155826045853-500,21.233
20155826055855-744,265.283
20155826055856-580,213.533
20155826065850-927,0.45
20155826105805-860,75.217
20155826115815-593,0.55
20155826115832-431,1.8
20155826125821-822,21.7
20155827015818-429,0.483
20155827015856-404,49.283
20155827025824-481,74.65
20155827045831-194,29.65
20155827095803-168,0.767
20155827095826-435,123.667
20155827095843-188,0.917
20155828015841-903,1.467
20155828095857-94,25.233
20155828115825-591,0.517
20155829075824-907,0.533
20155829085817-23,202.883
20155829095814-906,46.467
20155829125801-230,219.45
20155830035801-177,0.567
20155830045808-582,44.117
20155830055828-679,0.833
20155830055849-282,3.617
20155830065855-504,49.017
20155830085824-923,0.717
20155830085850-481,121.9
20155830105834-763,1.15
20155831065804-376,0.533
20155831085848-755,0.5
20155831115839-729,1.017
20155831125800-301,0.467
20155901015947-373,80.667
20155901035926-421,0.467
20155901035934-317,0.833
20155901045901-393,1.667
20155901045958-283,1.217
20155901055918-875,5.817
20155901075938-57,81.317
20155901125940-121,0.85
20155901125946-822,72.2
20155902015910-865,141.733
20155902035925-220,1.567
20155902035925-439,0.483
20155902035928-553,0.883
20155902045926-725,0.35
20155902055909-455,3.017
20155902055909-699,1.067
20155902105925-30,47.8
20155902115909-910,0.467
20155902115911-810,3.167
20155902125916-155,1.467
20155903015900-12,1.983
20155903035925-197,1.783
20155903065939-454,39.1
20155903075911-687,143.217
20155903085903-858,0.6
20155903085959-441,0.533
20155903095917-883,0.35
20155903115902-997,0.883
20155903115957-556,0.417
20155904015930-845,31.833
20155904025922-23,51.7
20155904035908-848,0.5
20155904035959-185,0.633
20155904055905-326,48.6
20155904065927-209,36.933
20155904075953-519,102.467
20155904085914-39,1.167
20155904105900-757,2.717
20155904105902-891,31.25
20155904105919-416,120.233
20155904105955-4,0.483
20155904115940-534,0.383
20155905015919-324,51.367
20155905015920-414,234.233
20155905015950-850,161.833
20155905035932-71,0.433
20155905045912-583,26.5
20155905045922-649,0.95
20155905045930-492,1.0
20155905075939-56,1.117
20155906015935-400,1.933
20155906015944-94,0.333
20155906055936-524,18.617
20155906115942-291,1.167
20155907045941-874,115.6
20155907055958-889,48.517
20155907125909-194,0.567
20155907125919-855,0.533
20155908015904-565,0.983
20155908015906-188,4.15
20155908025917-368,73.333
20155908025926-104,75.65
20155908035942-201,1.367
20155908035956-424,28.517
20155908045910-460,1.433
20155908065928-204,0.517
20155908075949-522,142.983
20155908085904-135,1.15
20155908085941-250,0.583
20155908115956-943,0.967
20155909045908-663,0.9
20155909075931-597,97.15
20155909075954-808,72.833
20155909085902-889,4.117
20155909085910-596,610.633
20155909115955-312,1.283
20155910035900-609,0.317
20155910035914-610,64.8
20155910035954-864,79.517
20155910065938-444,29.2
20155910075947-457,0.333
20155910075948-452,6.05
20155910095936-211,97.417
20155910125924-417,0.567
20155910125949-512,0.983
20155911015920-751,1.133
20155911015958-174,51.167
20155911025925-104,1.117
20155911035935-892,1.183
20155911035941-544,0.533
20155911045907-487,0.517
20155911055958-659,3.033
20155911065900-668,0.817
20155911075938-899,0.417
20155911075946-694,55.117
20155911085933-14,0.517
20155911095900-214,102.0
20155911125954-688,22.333
20155912045926-155,0.633
20155912045938-711,2.083
20155912065905-84,0.483
20155912065930-760,0.917
20155912085930-734,0.333
20155913015944-240,170.667
20155913025927-438,20.117
20155913035913-863,0.55
20155913075900-567,0.5
20155913085905-149,4.05
20155913095938-39,123.383
20155913095938-680,0.35
20155914045902-906,54.1
20155914045934-20,135.533
20155914055929-631,0.967
20155914095944-772,1.867
20155914095952-732,78.933
20155914105910-953,78.183
20155914105935-996,0.45
20155914105946-429,0.483
20155915025907-425,0.883
20155915035920-197,0.817
20155915035921-666,0.467
20155915035951-998,197.7
20155915055930-12,0.483
20155915055956-404,41.567
20155915095908-262,1.517
20155916015917-666,119.383
20155916015920-447,8.767
20155916045900-996,63.2
20155916045927-980,0.833
20155916065950-407,40.183
20155916085908-921,1.35
20155916085912-350,229.983
20155916105945-569,1.0
20155916115924-209,0.917
20155916115941-709,0.733
20155917015932-755,138.45
20155917035944-401,0.983
20155917095957-221,200.317
20155917095958-769,217.483
20155917115921-698,0.8
20155917125931-191,0.8
20155918025940-886,1.067
20155918045905-395,1.35
20155918045905-885,173.083
20155918055936-835,84.883
20155918075913-278,0.35
20155918085944-854,0.433
20155918125908-397,1.067
20155919015912-624,49.767
20155919025949-33,1.05
20155919055908-436,0.583
20155919055941-219,0.3
20155919065946-135,0.933
20155919065955-38,0.6
20155919075908-822,0.333
20155919075936-653,1.0
20155919075945-294,0.633
20155919085937-643,104.317
20155919085948-945,51.667
20155919085959-705,23.8
20155919115923-739,0.55
20155919125917-79,28.433
20155920015924-138,0.633
20155920025926-706,0.367
20155920025948-308,0.9
20155920045908-558,2.033
20155920045927-153,1.033
20155920055919-29,15.133
20155920065907-68,36.183
20155920095929-490,0.533
20155921025909-417,0.85
20155921045914-615,1.733
20155921065920-49,5.117
20155921075955-560,59.75
20155921085935-849,1.1
20155921115952-941,0.35
20155921125901-834,169.933
20155921125915-293,0.283
20155922015931-94,0.35
20155922015952-462,112.967
20155922025905-519,183.167
20155922025912-207,0.483
20155922035939-710,53.033
20155922045901-406,87.0
20155922045952-606,38.65
20155922055911-983,0.817
